ML_Model,FeatureSet,Horizon_Days,Symbol,Baseline_RMSE,News_RMSE,News_Answers_RMSE
Elastic Net,Advanced,1,CI,5.272847945941033,5.210608530258312,5.292166350485967
Elastic Net,Advanced,1,CL,1.205123006658605,1.2419105778102808,1.2808112921612897
Elastic Net,Advanced,1,COO,1.1395483358366976,1.1448373469958308,1.1530644381845367
Elastic Net,Advanced,1,COP,2.1474797084924457,2.212511782572231,2.2329198459110975
Elastic Net,Advanced,1,COST,11.10524244465761,11.09490596693687,11.622363227386087
Elastic Net,Advanced,1,CSCO,2.565345991978486,2.612617671241979,2.625469372586753
Elastic Net,Advanced,1,CSGP,1.0226020355824528,1.0392921945165365,1.0383973797745993
Elastic Net,Advanced,1,CTAS,3.740446928232589,3.821275360830981,3.8893244707868977
Elastic Net,Advanced,1,CTSH,1.6510649698744684,1.6762696778381632,1.7076262881891517
Elastic Net,Advanced,1,CTVA,2.354305094618879,2.450885644931809,2.473246372604891
Elastic Net,Advanced,1,CVS,1.822118686152771,1.824688095346068,1.81641695870869
